index,speaker,text,file
23,g,do you have a stream forked stream ,q2nc1
24,f,eh yes ,q2nc1
25,g,right ,q2nc1
26,g,follow the stream follow the path of the stream right down ,q2nc1
27,f,how far ,q2nc1
28,g,eh to about a third of the way down the page ,q2nc1
29,f,is there a bend in the stream ,q2nc1
30,g,yes ,q2nc1
31,g,round the bend ,q2nc1
32,f,round the bend ,q2nc1
33,g,yeah ,q2nc1
34,g,and stop ,q2nc1
35,g,do you have farmed land ,q2nc1
36,f,no ,q2nc1
37,g,right do you have a dead tree ,q2nc1
38,f,yes ,q2nc1
39,g,right eh ,q2nc1
40,g,move eh r-- to the right almost to the edge of the page horizontally across ,q2nc1
41,f,where in relation to the fork in the stream is this ,q2nc1
42,g,eh this is a-- the-- this is at the fork in the stream ,q2nc1
43,f,move right to the edge of the page ,q2nc1
44,g,yeah ,q2nc1
45,f,okay ,q2nc1
46,g,down about two inches and then back across avoiding the dead tree ,q2nc1
47,f,across the stream ,q2nc1
48,g,yeah cross the stream ,q2nc1
49,g,and stop right in line with the dead tree ,q2nc1
50,f,do i move in a v-- straight line from the edge of the page ,q2nc1
51,g,yeah ,q2nc1
52,f,right across the stream ,q2nc1
53,g,and stop right underneath the dead tree ,q2nc1
54,f,okay ,q2nc1
55,g,now move down about three inches ,q2nc1
56,f,okay ,q2nc1
57,g,then move to the left three inches ,q2nc1
58,g,do you have a lagoon ,q2nc1
59,f,yes ,q2nc1
60,g,right well go down and round to the bottom of the lagoon ,q2nc1
61,f,okay ,q2nc1
62,f,do you have treasure on your map above the lagoon ,q2nc1
63,g,right ,q2nc1
64,g,no i don't ,q2nc1
65,f,okay ,q2nc1
66,g,eh and move above a rock fall if you have it ,q2nc1
67,f,don't have a rock fall ,q2nc1
68,g,ah right ,q2nc1
69,g,well in that case move diagonally across to the left-hand side from the bottom of lagoon for about three inches then ,q2nc1
70,f,do you have a bay at the bottom here a large bay ,q2nc1
71,g,no don't ,q2nc1
72,f,not marked at all ,q2nc1
73,g,no oh yeah i do sorry aye ,q2nc1
74,f,aye ,q2nc1
75,f,where in relation to the the top or the middle or the bottom of the bay ,q2nc1
76,g,to the top ,q2nc1
77,f,okay ,q2nc1
78,g,and do you have a pirate ship ,q2nc1
79,f,yes ,q2nc1
80,g,right ,q2nc1
81,g,and just move from the very top onto the pirate ship ,q2nc1
82,f,right ,q2nc1
83,f,through the water ,q2nc1
84,g,yeah ,q2nc1
85,f,okay ,q2nc1
86,g,along and down and hit the pirate ship ,q2nc1
87,f,right ,q2nc1
88,g,that's it ,q2nc1
0,g,right ,q5nc8
1,g,do you see the start point above the stony desert ,q5nc8
2,f,aye ,q5nc8
3,f,aye ,q5nc8
4,g,ehm heading towards the left for about two centimetres 'til you reach s-- above a-- equal to the end of the stony desert ,q5nc8
5,f,aye right ,q5nc8
6,g,ehm then start sloping downwards to the left ,q5nc8
7,f,right ,q5nc8
8,g,towards the bottom so you should be about an inch from the top from the bottom of the page ,q5nc8
9,f,right ,q5nc8
10,g,ehm ,q5nc8
11,g,do you see the site of the plane crash ,q5nc8
12,f,no ,q5nc8
13,g,no ,q5nc8
14,f,oh yeah i do ,q5nc8
15,f,right up at the top ,q5nc8
16,g,oh ,q5nc8
17,g,no no ,q5nc8
18,f,no you must have another one ,q5nc8
19,g,right okay ehm ,q5nc8
20,g,he-- keep heading towards the le-- in a straight line towards the l-- the left of the page 'til you're about ehm an inch and a half away from the the left the far left-hand side of the page ,q5nc8
21,f,right ,q5nc8
22,g,and then start sloping up ,q5nc8
23,g,do you see the collapsed shelter ,q5nc8
24,f,mmhmm ,q5nc8
25,g,right ehm ,q5nc8
26,g,if you start sloping upwards slightly towards the right 'til you're about parallel with the top of the collapsed shelter but still oh about an inch and a half from the left-hand side of the page ,q5nc8
27,f,right ,q5nc8
28,g,so that should be about three and a half inches ,q5nc8
29,f,mmhmm ,q5nc8
30,g,right ,q5nc8
31,g,so then start heading towards the right of the page ehm over the top of the collapsed shelter about three inches ,q5nc8
32,f,right ,q5nc8
33,g,ehm so you should be just at about the end of the collapsed shelter ,q5nc8
34,f,aye ,q5nc8
35,g,right so go down to just down the side of the the down the right-hand side of the collapsed shelter 'til you're equal with about the bottom of it ,q5nc8
36,f,right ,q5nc8
37,g,now ,q5nc8
38,g,do you see the savannah ,q5nc8
39,f,aye ,q5nc8
40,g,right ehm ,q5nc8
41,g,it should be about if you s-- a slight slope upwards to the bottom of the savannah it should be about three inches ,q5nc8
42,f,aye ,q5nc8
43,g,right ,q5nc8
44,g,so if you just head up towards the bottom of the savannah ,q5nc8
45,f,right ,q5nc8
46,g,not underneath it though ,q5nc8
47,g,ehm ,q5nc8
48,f,right ,q5nc8
49,g,right mm ,q5nc8
50,g,do you see the slate mountain ,q5nc8
51,f,no ,q5nc8
52,g,no ehm never mind ,q5nc8
53,g,ehm once you get to the side of the s-- head up the left-hand side of the savannah about four inches ,q5nc8
54,f,right ,q5nc8
55,g,ehm now about an inch and a half back to the left ,q5nc8
56,f,right ,q5nc8
57,g,ehm do you see the hot wells ,q5nc8
58,f,hot springs ,q5nc8
59,g,hot springs yeah ,q5nc8
60,f,aye ,q5nc8
61,g,ehm from from where you are at the moment to about the bottom of the hot springs in a sort of d-- if you slope towards the bottom in a d-- uh the middle halfway you know underneath the middle of them about like a forty-five degree line ,q5nc8
62,f,aye right ,q5nc8
63,f,right ,q5nc8
64,g,right ,q5nc8
65,g,and now go to the left about an inch just un-- so that you're going under the hot wells ,q5nc8
66,f,right ,q5nc8
67,g,then ,q5nc8
68,g,another sort of diagonal slope downwards but ehm slightly steeper than forty-five degree line ,q5nc8
69,g,forty-five degrees for about an inch ,q5nc8
70,f,aye ,q5nc8
71,f,right ,q5nc8
72,g,ehm ,q5nc8
73,g,right ,q5nc8
74,g,then ehm ,q5nc8
75,g,do you see the white mountain ,q5nc8
76,f,mmhmm ,q5nc8
77,g,right ,q5nc8
78,g,well you want to curve up towards it but making where from where you are now so that it looks like the bottom of a basin curving up to the side of the white mountains it's about six or seven inches maybe not as much as that ,q5nc8
79,f,right i think so ,q5nc8
80,f,where is it i need to end up the left or the right side of the white mountain ,q5nc8
81,g,ehm the left ,q5nc8
82,f,right ,q5nc8
83,g,mm ,q5nc8
84,g,so go up the left-hand side of the mountain as if you were climbing it ,q5nc8
85,f,right ,q5nc8
86,g,and then ehm ,q5nc8
87,g,head upwards straight in a straight line to about two and a half inches ,q5nc8
88,f,past the round rocks ,q5nc8
89,g,ehm well yeah i don't have that so ,q5nc8
90,f,right ,q5nc8
91,g,just keep going straight up ,q5nc8
92,g,ehm uh do you see the lake ,q5nc8
93,f,uh-huh ,q5nc8
94,g,right ,q5nc8
95,g,if you start heading towards the lake in a straight line about three in-- just about three inches 'til you get to the the edge of the lake ,q5nc8
96,f,right ,q5nc8
97,g,then you're going round the lake in a clockwise direction ,q5nc8
98,f,right ,q5nc8
99,g,but not right round it ,q5nc8
100,f,uh-huh ,q5nc8
101,g,do you see the roman baths ,q5nc8
102,f,nope ,q5nc8
103,g,no eh never mind ,q5nc8
104,g,ehm just come round the lake and then as if you were heading back to the left-hand side of the page but but just if you just stop where you're parallel to where you started going round the lake about an inch down from there ,q5nc8
105,f,ah right aye right got you ,q5nc8
106,g,right ,q5nc8
107,g,and then do you see the where the antelopes are ,q5nc8
108,f,uh-huh ,q5nc8
109,g,if you just head down about three or four inches straight down and go down the left-hand side of them ,q5nc8
110,f,the left-hand side ,q5nc8
111,g,yeah ,q5nc8
112,f,right ,q5nc8
113,g,uh-huh ,q5nc8
114,g,just keep going straight down ,q5nc8
115,g,and then ,q5nc8
116,g,so you should be just underneath the antelope ,q5nc8
117,f,mmhmm ,q5nc8
118,g,then just ,q5nc8
119,g,go in a straight line towards the right about two inches and that's your finishing point ,q5nc8
120,f,right ,q5nc8
121,f,that's it ,q5nc8
122,g,yeah ,q5nc8
0,g,okay right ,q1ec7
1,g,i'm starting off from a-- above the caravan park ,q1ec7
2,f,mmhmm ,q1ec7
3,g,okay ,q1ec7
4,f,mmhmm ,q1ec7
5,g,right ,q1ec7
6,g,and we're going to go and straight down south with the caravan park on your right-hand side ,q1ec7
7,f,okay ,q1ec7
8,g,okay ,q1ec7
9,g,"and you're going to go down and then you're going to do a ""u"" shape ",q1ec7
10,f,uh-huh ,q1ec7
11,g,and we're going to come up and we're going to have the old ,q1ec7
12,f,eh-- ehm are we just going are we going to go below the picket fence ,q1ec7
13,g,below what ,q1ec7
14,f,the picket picket fence ,q1ec7
15,g,picket fence ,q1ec7
16,g,i don't have one so i would say ,q1ec7
17,g,whereabouts is the picket fence ,q1ec7
18,f,picket fence is below the mill wheel which is below the caravan park ,q1ec7
19,g,right okay well ,q1ec7
20,g,you want to have the old mill on your right-hand side so if that fence is below the old mill you want to keep that on your right-hand side ,q1ec7
21,f,okay ,q1ec7
22,g,okay ,q1ec7
23,g,so you're going to come up and then you're going to come above the old mill and turn r-- ,q1ec7
24,f,old mill ,q1ec7
25,g,old mill ,q1ec7
26,f,oh right ,q1ec7
27,f,i've just got the mill wheel ,q1ec7
28,g,mill you've only got a mill wheel ,q1ec7
29,g,right okay ,q1ec7
30,f,uh-huh ,q1ec7
31,g,but continue past that ,q1ec7
32,f,so i'm going down below the picket fence ,q1ec7
33,g,right ,q1ec7
34,g,we've come down from a caravan park ,q1ec7
35,f,mmhmm ,q1ec7
36,g,"and we're doing a ""u"" shape ",q1ec7
37,f,mmhmm ,q1ec7
38,g,okay on the and then you're going to proceed north right ,q1ec7
39,f,"hang on where's the ""u"" shape just underneath the mill ",q1ec7
40,f,just underneath the caravan park ,q1ec7
41,g,no no ,q1ec7
42,g,yeah ,q1ec7
43,f,right ,q1ec7
44,g,"the caravan park is directly a-- above the the base of the ""u"" ",q1ec7
45,f,above right ,q1ec7
46,f,you're a-- okay right ,q1ec7
47,g,right okay ,q1ec7
48,f,right right ,q1ec7
49,g,and you're going to come up and the old mill well my old mill is going to be on the right so your mill wheel and the picket fence is going to be on the right-hand side ,q1ec7
50,f,right ,q1ec7
51,g,okay ,q1ec7
52,f,uh-huh ,q1ec7
53,g,so you come up to above the old mill ,q1ec7
54,f,uh-huh ,q1ec7
55,g,just above the old mill ,q1ec7
56,g,and then turn right slightly sort of ten degrees or something and turn east ,q1ec7
57,f,right okay ,q1ec7
58,g,okay ,q1ec7
59,g,so just eh ,q1ec7
60,f,s-- below do i go below the forest then ,q1ec7
61,g,hombre ,q1ec7
62,g,i don't have a forest ,q1ec7
63,g,where's abouts the forest ,q1ec7
64,f,ehm it's below the abandoned cottage and above the fenced meadow ,q1ec7
65,g,below the abandoned cottage ,q1ec7
66,f,cottage ,q1ec7
67,g,okay ,q1ec7
68,g,well you want to go round the outside of that you want to proceed to that east ,q1ec7
69,g,right ,q1ec7
70,f,uh-huh ,q1ec7
71,g,from where you've got that forest ,q1ec7
72,f,uh-huh ,q1ec7
73,g,turn up north ,q1ec7
74,f,right ,q1ec7
75,g,with the forest on your left-hand side ,q1ec7
76,f,oh so i go b-- so i go below the forest then ,q1ec7
77,g,yeah go below the forest yeah ,q1ec7
78,f,right ,q1ec7
79,f,right ,q1ec7
80,g,and then turn and keep it on your left-hand side and the abandoned cottage ,q1ec7
81,f,right ,q1ec7
82,g,okay ,q1ec7
83,f,uh-huh ,q1ec7
84,g,"and then when you get to the abandoned cottage do a slight sort of ""c"" shape ",q1ec7
85,g,round the top of the abandoned cottage ,q1ec7
86,f,uh-huh ,q1ec7
87,f,uh-huh ,q1ec7
88,g,okay ,q1ec7
89,f,uh-huh ,q1ec7
90,g,and then ,q1ec7
91,f,past the m-- in between the monument and the cottage ,q1ec7
92,g,yeah ,q1ec7
93,f,right ,q1ec7
94,g,uh-huh ,q1ec7
95,f,mmhmm ,q1ec7
96,g,right ,q1ec7
97,g,and then ,q1ec7
98,g,"turn that ""c"" shape ",q1ec7
99,g,right ,q1ec7
100,g,so you're coming down come slightly down sort of south ,q1ec7
101,f,mmhmm ,q1ec7
102,g,southwest or just slightly ,q1ec7
103,g,and then you're going to pass above a fenced meadow ,q1ec7
104,g,do you have a fenced meadow ,q1ec7
105,f,and my fenced meadow is away down the right-hand corner below the forest ,q1ec7
106,g,so you only have one fenced meadow ,q1ec7
107,f,uh-huh ,q1ec7
108,g,right okay ,q1ec7
109,g,well just continue on that ,q1ec7
110,g,"right you've done that ""c"" shape right ",q1ec7
111,g,"and as if you're going to do a very wide ""u"" now ",q1ec7
112,g,okay ,q1ec7
113,f,right okay ,q1ec7
114,g,and just ignore if you've not got a fenced meadow there then that's okay i do ,q1ec7
115,f,right ,q1ec7
116,f,there's nothing on my left i've there's nothing to my left of the abandoned cottage ,q1ec7
117,g,right okay ,q1ec7
118,g,right ,q1ec7
119,g,"but just do that ""c"" that ""c"" ",q1ec7
120,f,"the ""c"" over the cottage ",q1ec7
121,g,yeah ,q1ec7
122,f,right ,q1ec7
123,g,and then ,q1ec7
124,g,"turn round and almost in a sort of big wide ""u"" and go back up again ",q1ec7
125,f,right ,q1ec7
126,f,uh-huh right ,q1ec7
127,g,and you're going to come up ,q1ec7
128,g,and you're going to have a west lake ,q1ec7
129,f,uh-huh ,q1ec7
130,g,right ,q1ec7
131,g,so you're going to almost follow the course of that right that west lake to the east the east side of it you're going to follow the c-- the course of it ,q1ec7
132,f,just just coming in at the base of it then ,q1ec7
133,g,yeah just at the base ,q1ec7
134,f,mm ,q1ec7
135,g,"and then follow the course of it round sort of a ""u"" an ""s"" shape ",q1ec7
136,f,"as if it's a very very big wide ""u"" so i'm going to avoid som-- ",q1ec7
137,g,yeah ,q1ec7
138,f,so that i so i'm avoiding something at the p-- ,q1ec7
139,g,well ,q1ec7
140,g,you've got a trig point do you have a trig point ,q1ec7
141,f,no ,q1ec7
142,g,no ,q1ec7
143,f,no ,q1ec7
144,g,right ,q1ec7
145,g,so in between your west lake and the tri-- ah there's a trig point ,q1ec7
146,g,right ,q1ec7
147,f,right ,q1ec7
148,g,so ,q1ec7
149,g,you're going to do a sort of and just follow the contour of that lake round ,q1ec7
150,g,okay ,q1ec7
151,f,mmhmm ,q1ec7
152,g,until you're almost at the top of the east hand coast ,q1ec7
153,g,right ,q1ec7
154,f,mmhmm ,q1ec7
155,g,"and then turn back round again in another sort of ""c"" or top of the ""u"" ",q1ec7
156,f,mmhmm ,q1ec7
157,g,right ,q1ec7
158,g,and then you're going to come straight down at forty-five degrees ,q1ec7
159,f,mmhmm ,q1ec7
160,g,sort of southeast ,q1ec7
161,f,see see sorry where i where i leave the top the east of the west lake ,q1ec7
162,g,right ,q1ec7
163,f,"i'm doing a ""c"" shape and i'm ",q1ec7
164,f,am i going over the top of the farmed land ,q1ec7
165,g,you're going over the ,q1ec7
166,g,no no no ,q1ec7
167,g,you're staying well below that ,q1ec7
168,f,oh right ,q1ec7
169,g,so in between it would be in between farmed land and i have a trig point ,q1ec7
170,f,okay right ,q1ec7
171,g,right okay so it's just above the just at the just before the tip of that west lake but just at the east co-- just at that east coast ,q1ec7
172,f,s-- ,q1ec7
173,g,right ,q1ec7
174,f,okay fine right ,q1ec7
175,g,yeah ,q1ec7
176,f,uh-huh ,q1ec7
177,g,and come round so you're between you're well a good wee distance below that farmed land ,q1ec7
178,g,okay ,q1ec7
179,f,alright ,q1ec7
180,g,and then ,q1ec7
181,g,you're going to come straight down at that forty-five degrees right ,q1ec7
182,g,okay ,q1ec7
183,g,and you're going to come to a monument ,q1ec7
184,f,right yeah uh-huh ,q1ec7
185,g,if you proceed straight down at like forty-five sort of an inverse ,q1ec7
186,f,uh-huh ,q1ec7
187,f,uh-huh uh-huh ,q1ec7
188,g,relationship line ,q1ec7
189,g,okay ,q1ec7
190,f,right ,q1ec7
191,g,and then you come to that monument ,q1ec7
192,f,right ,q1ec7
193,g,"and turn round that monument in a ""u"" shape ",q1ec7
194,f,eh er just underneath it then ,q1ec7
195,g,am-- ,q1ec7
196,g,yeah just ,q1ec7
197,f,right ,q1ec7
198,g,yeah ,q1ec7
199,g,keeping the monument on your inside ,q1ec7
200,f,right okay ,q1ec7
201,g,okay ,q1ec7
202,g,and then above the monument you have well i have a nuclear test site ,q1ec7
203,f,no ,q1ec7
204,f,i don't ,q1ec7
205,g,no you don't ,q1ec7
206,g,right okay ,q1ec7
207,g,"er what you want to do is a a very slight ""s""-shaped curve just above the monument ",q1ec7
208,g,right ,q1ec7
209,f,okay ,q1ec7
210,g,well ,q1ec7
211,g,just curve round ,q1ec7
212,g,you have the monument don't you ,q1ec7
213,f,yeah ,q1ec7
214,g,right ,q1ec7
215,g,well just come round that monument ,q1ec7
216,f,okay ,q1ec7
217,g,slightly then ,q1ec7
218,g,and then go up straight up north ,q1ec7
219,f,okay ,q1ec7
220,f,i've got a golf course ,q1ec7
221,g,whereabouts ,q1ec7
222,f,ehm above and to the left of the monument ,q1ec7
223,g,above and to the left ,q1ec7
224,f,there's a s-- there's a space between the golf course and the monument but it's sort of above and to the left just below east lake ,q1ec7
225,g,okay ,q1ec7
226,g,you want to keep the golf course on your left-hand side ,q1ec7
227,f,okay ,q1ec7
228,g,well ,q1ec7
229,g,that's on my left-hand side ,q1ec7
230,f,uh-huh same here ,q1ec7
231,g,yeah ,q1ec7
232,g,duhhh ,q1ec7
233,g,right ,q1ec7
234,g,so you want to keep that on your left-hand side ,q1ec7
235,g,right ,q1ec7
236,g,and you come up to just below the ,q1ec7
237,f,see see this nuclear station ,q1ec7
238,g,yeah ,q1ec7
239,f,ehm ,q1ec7
240,f,could you ,q1ec7
241,g,that'll be you're c-- going to come up north between the golf course and the nuclear test site ,q1ec7
242,f,between those two right ,q1ec7
243,g,yes so you're going to come between it ,q1ec7
244,f,so is the nuclear thing slightly to the right of the monument and above it ,q1ec7
245,g,yeah slightly to the right of the monument ,q1ec7
246,f,right okay i'm with you right ,q1ec7
247,g,and above ,q1ec7
248,g,right ,q1ec7
249,f,right ,q1ec7
250,g,and you're come up and then you've got the bottom of the east lake ,q1ec7
251,f,mmhmm ,q1ec7
252,g,and then follow that to the left ,q1ec7
253,f,mmhmm ,q1ec7
254,g,just until you're past the tip of the base ,q1ec7
255,f,mmhmm ,q1ec7
256,g,and that's you finished ,q1ec7
257,f,right ,q1ec7
258,g,and it doesn't look as though it looks anything ,q1ec7
259,f,what ,q1ec7
260,g,no no ,q1ec7
261,g,so where are you in china now ,q1ec7
262,f,ehm ,q1ec7
263,f,mm ,q1ec7
264,f,er ,q1ec7
265,f,is it i know it's at the bottom of the east lake i don't know whether it's ,q1ec7
266,g,it's actually kathmandu ,q1ec7
267,g,finished ,q1ec7
268,f,he only wants to ,q1ec7
269,g,finito ,q1ec7
0,g,right ,q1ec6
1,g,go south and you'll pass some cliffs on your right ,q1ec6
2,f,okay ,q1ec6
3,f,yeah ,q1ec6
4,g,and keep going down south ,q1ec6
5,f,mmhmm ,q1ec6
6,g,past a forge on your right ,q1ec6
7,f,past a what ,q1ec6
8,g,a forge ,q1ec6
9,g,well keep going down ,q1ec6
10,g,right ,q1ec6
11,g,and then loop towards the east ,q1ec6
12,f,underneath what wheatfields ,q1ec6
13,f,so i go straight ,q1ec6
14,g,not as far down as that ,q1ec6
15,f,not as far down as that ,q1ec6
16,g,no ,q1ec6
17,f,right ,q1ec6
18,f,and do a loop ,q1ec6
19,g,and do a loop ,q1ec6
20,g,and then start going back up again you're going kind of northeast ,q1ec6
21,f,right ,q1ec6
22,g,right ,q1ec6
23,g,you there's a ,q1ec6
24,f,and am i going to come like between these cliffs and pine or ,q1ec6
25,g,oh you go up past the pine pine's on your right ,q1ec6
26,f,right okay ,q1ec6
27,g,and go up past it 'til you're just above the top of the pine ,q1ec6
28,f,right okay ,q1ec6
29,g,and then east again ,q1ec6
30,f,east again ,q1ec6
31,g,east again ,q1ec6
32,f,right okay right ,q1ec6
33,f,sorry right ,q1ec6
34,g,right ,q1ec6
35,g,right ,q1ec6
36,g,east sort of for a wee bit ,q1ec6
37,g,um ,q1ec6
38,g,and then start going southeast ,q1ec6
39,f,right okay ,q1ec6
40,g,there's a pine forest on your way ,q1ec6
41,f,ehm yeah that's right uh-huh ,q1ec6
42,g,right ,q1ec6
43,f,right okay ,q1ec6
44,g,'til you get to just underneath the pine forest ,q1ec6
45,f,right ,q1ec6
46,g,and then start going south ,q1ec6
47,f,okay ,q1ec6
48,g,and then go east again and you loop round about a bakery ,q1ec6
49,f,yeah ,q1ec6
50,g,right ,q1ec6
51,f,i'm going east underneath the bakery ,q1ec6
52,g,underneath the bakery ,q1ec6
53,f,right okay ,q1ec6
54,g,uh-huh right ,q1ec6
55,g,and coming back round towards the west ,q1ec6
56,f,whoa whoa wait a minute right ,q1ec6
57,f,i'm coming down by the pine forest i'm going right down straight down and then you s-- ,q1ec6
58,g,right ,q1ec6
59,g,'til you're not 'til you're at the top of the bakery ,q1ec6
60,f,ah right sorry right okay ,q1ec6
61,g,right ,q1ec6
62,g,and loop round a bit until you're underneath it right and then west ,q1ec6
63,f,right okay right got that ,q1ec6
64,g,right ,q1ec6
65,g,and then down south ,q1ec6
66,f,okay ,q1ec6
67,g,and there's a crane bay ,q1ec6
68,f,yeah that's it ,q1ec6
69,g,right ,q1ec6
70,f,uh-huh ,q1ec6
71,g,and it's got a ,q1ec6
72,g,can you curve follow the curve ,q1ec6
73,f,yeah right ,q1ec6
74,g,of crane bay so you're going west ,q1ec6
75,f,uh-huh ,q1ec6
76,f,yep ,q1ec6
77,g,right and then um ,q1ec6
78,g,you're going southwest ,q1ec6
79,f,mmhmm ,q1ec6
80,g,between the wheatfields and the warehouse between the two of them ,q1ec6
81,f,right okay ,q1ec6
82,g,right ,q1ec6
83,g,you're going ,q1ec6
84,f,yep ,q1ec6
85,g,and then ,q1ec6
86,g,like go west ,q1ec6
87,f,right ,q1ec6
88,g,so you're underneath them between them ,q1ec6
89,f,between them ,q1ec6
90,g,um mmhmm ,q1ec6
91,f,right okay ,q1ec6
92,g,and then ,q1ec6
93,g,southwest towards the edge of the map ,q1ec6
94,f,right okay ,q1ec6
95,g,right ,q1ec6
96,g,and then south ,q1ec6
97,f,mm right ,q1ec6
98,g,and then um ,q1ec6
99,g,you're going east you come to the lighthouse ,q1ec6
100,f,so right down past the caves ,q1ec6
101,g,until you then go east until you get to the lighthouse ,q1ec6
102,f,right okay ,q1ec6
103,g,right ,q1ec6
104,g,that's the end ,q1ec6
105,f,above or below ,q1ec6
106,g,at the side ,q1ec6
0,g,okay have you got a start have you got a starting point ,q3ec3
1,f,i do indeed ,q3ec3
2,g,right ,q3ec3
3,g,if you move eh left to the edge of your page ,q3ec3
4,f,okay ,q3ec3
5,g,okay ,q3ec3
6,g,now go straight down ehm om ,q3ec3
7,f,past the forest fire ,q3ec3
8,g,past the forest fire ,q3ec3
9,g,eh have have you got a picnic site marked ,q3ec3
10,f,no i don't ,q3ec3
11,g,right ,q3ec3
12,g,well go straight down to the bottom of your page almost to the bottom of the page ,q3ec3
13,g,okay now ,q3ec3
14,g,have you got an adventure playground marked on your map ,q3ec3
15,f,yes i do ,q3ec3
16,g,okay ,q3ec3
17,g,go along to your right and ,q3ec3
18,f,oh right right sorry ,q3ec3
19,g,okay ,q3ec3
20,g,right ,q3ec3
21,g,okay eh until you're underneath right 'til you're underneath the left-hand edge of the adventure playground ,q3ec3
22,f,mm ,q3ec3
23,g,and go straight up past it ,q3ec3
24,f,back up due north again ,q3ec3
25,g,mmhmm ,q3ec3
26,f,okey-dokey ,q3ec3
27,g,and stop when you're just past the adventure playground ,q3ec3
28,f,mm mm ,q3ec3
29,f,so i'm basically forming a rectangle here ,q3ec3
30,g,almost yeah ,q3ec3
31,f,right i'm at just to the right of the forest fire ,q3ec3
32,g,okay ,q3ec3
33,g,now go right ,q3ec3
34,g,have you got a granite quarry marked ,q3ec3
35,f,no ,q3ec3
36,f,i've got one very far up middle of the page ,q3ec3
37,g,middle of the right ,q3ec3
38,g,almost slap-bang in the middle ,q3ec3
39,f,mmhmm ,q3ec3
40,g,right okay ,q3ec3
41,g,go l-- right until you're underneath the right-hand edge of that just past the right-hand edge of it ,q3ec3
42,f,i've also got privately owned fields ,q3ec3
43,f,you sh-- oh ,q3ec3
44,g,will you hit them if you g-- if you go through that ,q3ec3
45,f,could well do ,q3ec3
46,f,they are due right of the start and directly below the granite quarry ,q3ec3
47,g,right if you just g-- if you're at the top of the right at the top of the adventure playground just eh almost touching it if you go straight right there will you miss them ,q3ec3
48,f,mmhmm yes i will indeed ,q3ec3
49,g,right ,q3ec3
50,g,if you go right along there until you're at the right-hand edge of the granite quarry ,q3ec3
51,f,okay ,q3ec3
52,g,now can you go straight up and round the top of the granite quarry ,q3ec3
53,f,right i've ,q3ec3
54,f,do you have a fallen cairn ,q3ec3
55,g,eh yeah ,q3ec3
56,f,it's up to the right ,q3ec3
57,g,it's up at ,q3ec3
58,f,do you want me to go in between the two of these ,q3ec3
59,g,uh-huh ,q3ec3
60,g,but stay quite close to g-- the granite quarry ,q3ec3
61,f,i'll have to curve in 'cause privately owned fields are to the ,q3ec3
62,g,yeah that's okay right ,q3ec3
63,f,okay ,q3ec3
64,f,i'm just at the right-hand tip of the granite quarry at the top ,q3ec3
65,g,the right-hand tip ,q3ec3
66,f,uh-huh ,q3ec3
67,g,okay ,q3ec3
68,g,well go round ,q3ec3
69,g,have you got a train crossing ,q3ec3
70,f,no i don't ,q3ec3
71,g,no ,q3ec3
72,f,well i do ,q3ec3
73,f,at the very top left-hand page ,q3ec3
74,g,ah right ,q3ec3
75,g,there's another i've got another one marked ,q3ec3
76,g,ehm okay if you go round in a s-- kind of semicircle round the top of the granite quarry until you're like level with the bottom of it of the actual wee wee drawing ,q3ec3
77,f,so basically i'm round the other side ,q3ec3
78,g,uh-huh ,q3ec3
79,f,okay ,q3ec3
80,g,and go straight left to almost to the edge of the page ,q3ec3
81,f,do you have a waterfall ,q3ec3
82,g,yeah ,q3ec3
83,f,underneath the waterfall ,q3ec3
84,g,i want you to go up up past on the left-hand side of the waterfall if you can ,q3ec3
85,f,but you w-- you want me to go to underneath it ,q3ec3
86,g,right i want you to go ,q3ec3
87,g,i want you to go underneath it and then round the left-hand side of it from where you are now ,q3ec3
88,f,okay ,q3ec3
89,f,so i'm now at the left-hand side of the waterfall ,q3ec3
90,f,do you wish me to go north ,q3ec3
91,g,are you yeah ,q3ec3
92,g,i want you to go up north to the top of the waterfall ,q3ec3
93,f,right ,q3ec3
94,g,now go right to the edge the other right-hand edge of the waterfall ,q3ec3
95,f,um beside a public footpath ,q3ec3
96,g,where's the public footpath in relation to the waterfall ,q3ec3
97,f,it's northeast just above it so there's a space in between the waterfall and the public footpath ,q3ec3
98,g,can you go can you go up the left-hand side of the public footpath ,q3ec3
99,f,i can indeed ,q3ec3
100,g,right ,q3ec3
101,g,go up that ,q3ec3
102,g,until have you got corn cornfu-- fields marked at the top ,q3ec3
103,f,yes ,q3ec3
104,g,right ,q3ec3
105,g,well don't don't go up as far as the cornfields but go up in that direction ,q3ec3
106,g,okay ,q3ec3
107,f,oh right ,q3ec3
108,g,now can you go go right a couple of inches from that ,q3ec3
109,g,so you should be above your public footpath whatever it is ,q3ec3
110,f,correct ,q3ec3
111,f,below the corn ,q3ec3
112,g,right have you got have you got a fallen you've got a fallen cairn haven't you over to the right-hand side of the page ,q3ec3
113,f,right at the very bottom ,q3ec3
114,g,no ,q3ec3
115,f,eh sorry in the middle i mean ,q3ec3
116,g,in e-- up sort of to the right-hand northeast of the granite quarry ,q3ec3
117,f,uh-huh ,q3ec3
118,g,right ,q3ec3
119,g,can you go fs-- see from where you are now can you go directly eh southeast to the f-- bottom of the fallen cairn ,q3ec3
120,f,the bottom of it ,q3ec3
121,g,uh-huh ,q3ec3
122,f,underneath it ,q3ec3
123,g,un-- go underneath it yeah ,q3ec3
