corpus,file,dyad,index,speaker,start,stop,text,theme,theme_role,theme_index,has_theme
paco,Exp15_LELB,LELB,604,LE,1169.3181,1169.725,oui,,,,False
paco,Exp15_LELB,LELB,605,LE,1169.96,1170.69263,c'est,,,,False
paco,Exp15_LELB,LELB,606,LB,1170.1,1171.335,qui ont ils attendent de mourrir,,,,False
paco,Exp15_LELB,LELB,607,LB,1171.52,1173.255,ils sont assis ou allongés puis,,,,False
paco,Exp15_LELB,LELB,608,LE,1172.1,1172.9,mh mh,,,,False
paco,Exp15_LELB,LELB,609,LE,1173.12,1173.515,mh mh,,,,False
paco,Exp15_LELB,LELB,610,LB,1174.86,1175.21,enfin,,,,False
paco,Exp15_LELB,LELB,611,LB,1175.8,1177.25,y'en avait ça allait mais d'autres euh,,,,False
paco,Exp15_LELB,LELB,612,LE,1178.04,1179.7,oui c'est sûr qu'il faut pas avoir p,,,,False
paco,Exp15_LELB,LELB,613,LB,1178.7,1179.095,c'est dur hein,,,,False
paco,Exp15_LELB,LELB,614,LE,1180.12,1181.455,peur de la mort,,,,False
paco,Exp15_LELB,LELB,615,LE,1182.48,1191.86,moi le dernier jour de de mon stage là y'avait une dame vraiment enfin je pense qu'elle est décedée depuis hein elle était euh ça faisait 4 jours qu'elle ne mangeait plus,,,,False
paco,Exp15_LELB,LELB,616,LB,1192.68,1192.91,ah ouais,,,,False
paco,Exp15_LELB,LELB,617,LE,1192.9,1201.45515,et elle était dans son lit et y'a son fils qui qui justement interpelle l'orthophoniste avec qui j'étais pour lui poser quelques questions donc enfin voilà on est allé dans la chambre,,,,False
paco,Exp15_LELB,LELB,618,LE,1202.01619,1211.73,et elle l'orthophoniste elle lui expliquait que voilà la la maman ne mangeait plus euh parce qu'elle arrivait plus à déglutir donc ça c'est aussi du travail des orthophonistes en fait les troubles de la déglutition,,,,False
paco,Exp15_LELB,LELB,619,LE,1213.32,1214.63,et que hum,,,,False
paco,Exp15_LELB,LELB,620,LE,1214.9,1216.9,qu'elle parlait plus du tout enfin tout ça,,,,False
paco,Exp15_LELB,LELB,621,LE,1217.74,1222.19,et le fils est rentré dans la chambre et il lui disait maman tu me reconnais c'est moi euh,,,,False
paco,Exp15_LELB,LELB,622,LE,1222.4,1225.58,c'était super euh vraiment c'était super émouvant et,,,,False
paco,Exp15_LELB,LELB,623,LE,1225.84,1228.225,et la maman là elle bougeait pas du tout enfin,,,,False
paco,Exp15_LELB,LELB,624,LE,1229.42,1237.85,j'hésitais entre euh elle vient d'avoir un médicament qui qui la parce qu'elle a peut-être des antidouleurs ou tu vois enfin parfois euh selon le moment de la journée ils peuvent être,,,,False
paco,Exp15_LELB,LELB,625,LB,1236.66747,1237.64927,ouais,,,,False
paco,Exp15_LELB,LELB,626,LE,1238.06,1241.085,plus ou moins éveillés mais à cause des médicaments quoi,,,,False
paco,Exp15_LELB,LELB,627,LE,1241.38,1243.77,et puis euh juste me dire ben c'est la fin quoi voilà,,,,False
paco,Exp16_LJJL,LJJL,0,JL,4.98,6.15,t'as t'as lu mon texte ou pas,,,,False
paco,Exp16_LJJL,LJJL,1,JL,7.82,10.465,ouais j'ai un tout petit truc donc euh je te laisse commencer si tu veux,,,,False
paco,Exp16_LJJL,LJJL,2,LJ,10.42,11.59172,ah ouais ben comme tu veux,,,,False
paco,Exp16_LJJL,LJJL,3,LJ,13.3,14.66,alors frog joke,,,,False
paco,Exp16_LJJL,LJJL,4,LJ,15.42,19.595,un jour un ingénieur traversait la rue quand une grenouille l'interpella et dit,,,,False
paco,Exp16_LJJL,LJJL,5,LJ,20.38,23.145,si tu m'embrasses je me transforme en belle princesse,,,,False
paco,Exp16_LJJL,LJJL,6,LJ,24.08,25.915,il s'accroupit ramassa la grenouille,,,,False
paco,Exp16_LJJL,LJJL,7,LJ,26.1,27.185,et la mit dans sa poche,,,,False
paco,Exp16_LJJL,LJJL,8,LJ,27.7,29.535,la grenouille reprit la parole et dit,,,,False
paco,Exp16_LJJL,LJJL,9,LJ,29.88,31.8,si tu m'embrasses et me transformes,,,,False
paco,Exp16_LJJL,LJJL,10,LJ,32.24,35.235,en belle princesse je resterai avec toi une semaine,,,,False
paco,Exp16_LJJL,LJJL,11,LJ,36.16,38.1,l'ingéneur sortit la grenouille de sa poche,,,,False
paco,Exp16_LJJL,LJJL,12,LJ,38.42,40.225,lui sourit et la remit dans sa poche,,,,False
paco,Exp16_LJJL,LJJL,13,LJ,40.72,42.05,puis la grenouille se mit à crier,,,,False
paco,Exp16_LJJL,LJJL,14,LJ,42.52,44.825,si tu m'embrasses et me transformes en princesse,,,,False
paco,Exp16_LJJL,LJJL,15,LJ,45.12,47.275,je resterai avec toi et je ferai tout ce que tu veux,,,,False
paco,Exp16_LJJL,LJJL,16,LJ,47.96,50.26,l'ingénieur sortit encore la grenouille de sa poche,,,,False
paco,Exp16_LJJL,LJJL,17,LJ,50.64,51.27,lui sourit,,,,False
paco,Exp16_LJJL,LJJL,18,LJ,51.6,52.775,et la remit dans sa poche,,,,False
paco,Exp16_LJJL,LJJL,19,LJ,53.36,54.625,enfin la grenouille demanda,,,,False
paco,Exp16_LJJL,LJJL,20,LJ,55.62,58.675,qu'est-ce qu'il y a je t'ai que je j'étais une belle princesse,,,,False
paco,Exp16_LJJL,LJJL,21,LJ,59.08,62.21,que je resterai avec toi une semaine et que je ferai tout ce que tu veux,,,,False
paco,Exp16_LJJL,LJJL,22,LJ,62.54,63.69,pourquoi ne m'embrasses tu pas,,,,False
paco,Exp16_LJJL,LJJL,23,LJ,64.1,65.07,l'ingénieur répondit,,,,False
paco,Exp16_LJJL,LJJL,24,LJ,65.42,66.655,écoute je suis un ingénieur,,,,False
paco,Exp16_LJJL,LJJL,25,LJ,67.0,68.73,je n'ai pas le temps pour une petite copine,,,,False
paco,Exp16_LJJL,LJJL,26,LJ,69.08,70.88,mais une grenouille qui parle ça c'est cool,,,,False
paco,Exp16_LJJL,LJJL,27,LJ,72.52,73.1,ah,,,,False
paco,Exp16_LJJL,LJJL,28,JL,73.0,74.12,voilà,,,,False
paco,Exp16_LJJL,LJJL,29,JL,75.32,75.795,euh,,,,False
paco,Exp16_LJJL,LJJL,30,JL,75.98,76.87,donkey joke,,,,False
paco,Exp16_LJJL,LJJL,31,JL,77.8,79.745,une voiture fut impliquée dans un accident de la route,,,,False
paco,Exp16_LJJL,LJJL,32,JL,80.14,82.235,comme prévu une large foule se rassembla,,,,False
paco,Exp16_LJJL,LJJL,33,JL,82.7,83.42,un journaliste,,,,False
paco,Exp16_LJJL,LJJL,34,JL,83.82,86.84,anxieux d'avoir une son histoire ne pouvait pas s'approcher de la voiture,,,,False
paco,Exp16_LJJL,LJJL,35,JL,87.38,91.05,étant quelqu'un de malin il se mit à crier très fort laissez-moi passer laissez-moi passer,,,,False
paco,Exp16_LJJL,LJJL,36,JL,91.4,92.59,je suis le fils de la victime,,,,False
paco,Exp16_LJJL,LJJL,37,JL,93.06,94.23,la foule s'écarta pour lui,,,,False
paco,Exp16_LJJL,LJJL,38,JL,94.88,95.97,étendu devant la voiture,,,,False
paco,Exp16_LJJL,LJJL,39,JL,96.18,96.935,il y avait une âne,,,,False
paco,Exp16_LJJL,LJJL,40,LJ,100.12,101.44,du coup on met les textes euh,,,,False
paco,Exp16_LJJL,LJJL,41,JL,101.14,102.62,du coup maintenant faut faut qu'on discute,,,,False
paco,Exp16_LJJL,LJJL,42,JL,103.4,105.285,qu'as tu pensé de ces petites joke,,,,False
paco,Exp16_LJJL,LJJL,43,LJ,106.02,107.59,euh la mienne ou la tienne,,,,False
paco,Exp16_LJJL,LJJL,44,JL,107.32,108.34,bah je sais pas n'importe laquelle,,,,False
paco,Exp16_LJJL,LJJL,45,LJ,108.72,110.49,ben je sais ouais ça va,,,,False
paco,Exp16_LJJL,LJJL,46,LJ,112.4,112.705,hu hum,,,,False
paco,Exp16_LJJL,LJJL,47,LJ,113.3,115.24613,je sais pas trop en quoi ça consiste,,,,False
paco,Exp16_LJJL,LJJL,48,JL,116.22,118.81,je sais pas tu veux qu'on essaye de déviner euh les euh,,,,False
paco,Exp16_LJJL,LJJL,49,JL,119.46,120.7,les présupposés de l'expérience,,,,False
paco,Exp16_LJJL,LJJL,50,LJ,121.74,122.065,ouais,,,,False
paco,Exp16_LJJL,LJJL,51,LJ,122.64,124.67108,ben déjà sur les caméras je sais pas si t'as remarqué,,,,False
paco,Exp16_LJJL,LJJL,52,LJ,125.51263,126.27002,c'est écrit maître,,,,False
paco,Exp16_LJJL,LJJL,53,LJ,126.92,130.395,esclave,,,,False
paco,Exp16_LJJL,LJJL,54,JL,128.4,128.715,ah ouais,,,,False
paco,Exp16_LJJL,LJJL,55,JL,129.7,129.865,ah c,,,,False
paco,Exp16_LJJL,LJJL,56,LJ,130.62,132.565,celle-ci c'est la tienne celle-ci c'est la mienne,,,,False
paco,Exp16_LJJL,LJJL,57,LJ,133.38,136.355,voilà donc après je sais pas,,,,False
paco,Exp16_LJJL,LJJL,58,JL,138.08,141.42,c'est c'est troublant ça hum,,,,False
paco,Exp16_LJJL,LJJL,59,LJ,139.66,141.595,ouais grave,,,,False
paco,Exp16_LJJL,LJJL,60,JL,141.96,145.395,peut-être que ça a un rapport aussi avec le la taille du du texte,,,,False
paco,Exp16_LJJL,LJJL,61,LJ,145.80852,148.92226,ouais je sais pas je peux voir ou je sais pas si on peut les échanger du coup,,,,False
paco,Exp16_LJJL,LJJL,62,JL,147.08,147.495,vas-y,,,,False
paco,Exp16_LJJL,LJJL,63,JL,149.02,150.09,on nous aurait interrompu sinon,,,,False
paco,Exp16_LJJL,LJJL,64,JL,157.78,158.475,euh,,,,False
paco,Exp16_LJJL,LJJL,65,JL,158.68,160.84,peut-être que genre si t'as un texte qui est plus long que le mien,,,,False
paco,Exp16_LJJL,LJJL,66,JL,162.8,164.675,ça veut dire que au début tu parles le plus,,,,False
paco,Exp16_LJJL,LJJL,67,JL,165.7,169.445,du coup euh c'est toi le maître enfin t'as plus d'ascendance dans la conversation ou,,,,False
paco,Exp16_LJJL,LJJL,68,LJ,169.16,170.44,vu ouais je sais pas,,,,False
paco,Exp16_LJJL,LJJL,69,LJ,170.76,171.44,je sais pas du tout,,,,False
paco,Exp16_LJJL,LJJL,70,LJ,176.2153,177.25321,j'en sais rien,,,,False
paco,Exp16_LJJL,LJJL,71,JL,177.32,177.51,voilà,,,,False
paco,Exp16_LJJL,LJJL,72,JL,177.98,178.505,euh,,,,False
paco,Exp16_LJJL,LJJL,73,JL,188.46,190.01,c'est hyper apaisant comme salle je trouve euh,,,,False
paco,Exp16_LJJL,LJJL,74,LJ,190.2,191.06,ouais ouais grave,,,,False
paco,Exp16_LJJL,LJJL,75,LJ,193.72,194.66,t'es en psycho toi aussi,,,,False
paco,Exp16_LJJL,LJJL,76,JL,195.0,196.3,euh non non je suis à sciences po,,,,False
paco,Exp16_LJJL,LJJL,77,JL,196.56,198.545,euh enfin c'est juste à côté du coup,,,,False
paco,Exp16_LJJL,LJJL,78,LJ,198.86,199.90657,ah d'accord,,,,False
paco,Exp16_LJJL,LJJL,79,JL,199.68,200.395,toi tu es en psycho,,,,False
paco,Exp16_LJJL,LJJL,80,LJ,200.6,201.415,ouais en deuxième année,,,,False
paco,Exp16_LJJL,LJJL,81,JL,201.92,203.24,tu passes les,,,,False
paco,Exp16_LJJL,LJJL,82,JL,204.26,205.565,du coup tu fais ça pour avoir le certificat,,,,False
paco,Exp16_LJJL,LJJL,83,LJ,206.04,206.455,non non,,,,False
paco,Exp16_LJJL,LJJL,84,JL,207.3,207.805,ou pour le plaisir,,,,False
paco,Exp16_LJJL,LJJL,85,LJ,207.38,207.805,comme ça,,,,False
paco,Exp16_LJJL,LJJL,86,LJ,208.58,209.93,ouais ouais non non j'en ai déjà eu,,,,False
paco,Exp16_LJJL,LJJL,87,LJ,210.24,211.71501,des certificats là j'en ai plus besoin,,,,False
paco,Exp16_LJJL,LJJL,88,LJ,212.56,213.81,puis c'est à côté de chez moi donc euh,,,,False
paco,Exp16_LJJL,LJJL,89,LJ,214.12,214.34,ça va,,,,False
paco,Exp16_LJJL,LJJL,90,LJ,215.36,216.37159,puis j'aime bien,,,,False
paco,Exp16_LJJL,LJJL,91,JL,218.84,223.19,oui ben j'ai découvert euh ça enfin le les expériences parce que j'ai j'ai une amie qui est en psycho,,,,False
paco,Exp16_LJJL,LJJL,92,JL,223.6,224.34,en deuxième année aussi,,,,False
paco,Exp16_LJJL,LJJL,93,LJ,224.33827,224.8432,ah ouais,,,,False
paco,Exp16_LJJL,LJJL,94,JL,225.26,228.65,et euh elle m'avait dit ah fais cette expérience elle a l'air trop bien euh,,,,False
paco,Exp16_LJJL,LJJL,95,JL,228.96,230.42,enfin c'est elle m'a dit que c'était interessant,,,,False
paco,Exp16_LJJL,LJJL,96,LJ,230.78,231.14,elle l'a fait,,,,False
paco,Exp16_LJJL,LJJL,97,LJ,233.02,234.46,elle t'a pas dit,,,,False
paco,Exp16_LJJL,LJJL,98,JL,233.72,237.5,elle m'a pas dit elle a dit je te raconte pas parce que y'a des  faut tu restes euh naïf,,,,False
paco,Exp16_LJJL,LJJL,99,JL,238.22,238.595,mais,,,,False
paco,Exp16_LJJL,LJJL,100,LJ,243.46,244.165,bon on verra bien hein,,,,False
paco,Exp16_LJJL,LJJL,101,JL,245.38,245.835,ma foi,,,,False
paco,Exp16_LJJL,LJJL,102,JL,246.42308,248.655,va bien trouver des trucs à dire,,,,False
paco,Exp16_LJJL,LJJL,103,LJ,249.72,249.905,hein,,,,False
paco,Exp16_LJJL,LJJL,104,JL,250.14,251.245,faut bien trouver des trucs à dire là,,,,False
paco,Exp16_LJJL,LJJL,105,LJ,250.98921,251.685,ouais,,,,False
paco,Exp16_LJJL,LJJL,106,JL,251.48,254.07,enfin je sais pas j'ai pas envie de tu sais de laisser le,,,,False
paco,Exp16_LJJL,LJJL,107,JL,254.34,255.405,le vide s'installer,,,,False
paco,Exp16_LJJL,LJJL,108,JL,255.9,257.02,genre euh comme on est filmé,,,,False
paco,Exp16_LJJL,LJJL,109,LJ,256.38,258.03019,je sais pas quoi dire,,,,False
paco,Exp16_LJJL,LJJL,110,JL,257.32,259.17,comme on est comme on est filmé c'est,,,,False
paco,Exp16_LJJL,LJJL,111,JL,259.38,259.785,c'est troublant,,,,False
paco,Exp16_LJJL,LJJL,112,LJ,259.74134,260.66,ouais,,,,False
paco,Exp16_LJJL,LJJL,113,LJ,263.36,263.505,hum,,,,False
paco,Exp16_LJJL,LJJL,114,LJ,268.16,268.345,hum,,,,False
paco,Exp16_LJJL,LJJL,115,JL,271.04,273.01,du coup je sais pas euh ça se passe bien la psycho,,,,False
paco,Exp16_LJJL,LJJL,116,LJ,273.5,276.915,ouais ça va ça va j'ai mes exams euh j'ai un exam vendredi,,,,False
paco,Exp16_LJJL,LJJL,117,JL,277.66,278.2,t'en as qu'un seul,,,,False
paco,Exp16_LJJL,LJJL,118,LJ,278.58,280.705,ouais tout le tous les autres sont après es vacances,,,,False
paco,Exp16_LJJL,LJJL,119,JL,281.94,283.605,c'est pas hyper euh hyper équilibré quoi,,,,False
paco,Exp16_LJJL,LJJL,120,LJ,283.5,284.3162,ah ça me fait chier,,,,False
paco,Exp16_LJJL,LJJL,121,LJ,284.84,286.01,ouais,,,,False
paco,Exp16_LJJL,LJJL,122,LJ,288.84,291.806,et mais du coup je passe une deuxième expérience là à 14 heures,,,,False
paco,Exp16_LJJL,LJJL,123,JL,291.84,295.685,ah c'est celle euh oui je l'ai je l'ai vu passer mais j'ai je me suis pas inscrit à temps,,,,False
paco,Exp16_LJJL,LJJL,124,LJ,298.67867,300.36,hum c'est aussi ici du coup,,,,False
paco,Exp16_LJJL,LJJL,125,JL,305.12,306.635,déjà fait beaucoup des expériences ici,,,,False
paco,Exp16_LJJL,LJJL,126,LJ,307.3,308.35,non c'est la deuxième fois,,,,False
paco,Exp16_LJJL,LJJL,127,LJ,309.93673,310.85,c'est la deuxième fois que je viens ici,,,,False
paco,Exp16_LJJL,LJJL,128,JL,310.04,310.3,seulement,,,,False
paco,Exp16_LJJL,LJJL,129,LJ,311.06,312.96,parce qu'en général euh des expériences euh,,,,False
paco,Exp16_LJJL,LJJL,130,LJ,313.42,315.44,à la fac on peut on en fait à la maison de la recherche,,,,False
paco,Exp16_LJJL,LJJL,131,JL,316.54,317.1,vous devez faire quoi,,,,False
paco,Exp16_LJJL,LJJL,132,LJ,316.56,316.95,c'était m,,,,False
paco,Exp16_LJJL,LJJL,133,LJ,317.42,319.59,on en fait à la maison de la recherche à la fac et euh,,,,False
paco,Exp16_LJJL,LJJL,134,JL,319.76,320.5,ah je savais pas que,,,,False
paco,Exp16_LJJL,LJJL,135,LJ,319.84,323.45525,un bâtiment c'est la maison de la recherche et c'est des masters qui font qui cherchent des,,,,False
paco,Exp16_LJJL,LJJL,136,JL,322.76,323.64,et c'est pas à marseille ça,,,,False
paco,Exp16_LJJL,LJJL,137,LJ,324.06,324.2,non,,,,False
paco,Exp16_LJJL,LJJL,138,LJ,324.71758,326.40068,c'est y'en a une à aix,,,,False
paco,Exp16_LJJL,LJJL,139,JL,326.52,327.27,ah ok je savais pas,,,,False
paco,Exp16_LJJL,LJJL,140,LJ,328.88,330.86,et mais là euh ouais c'est la deuxième fois que je viens euh,,,,False
paco,Exp16_LJJL,LJJL,141,LJ,331.18,331.725,que je viens ici,,,,False
paco,Exp16_LJJL,LJJL,142,LJ,332.94,334.365,y'a plus de matieriel quand même hein,,,,False
paco,Exp16_LJJL,LJJL,143,JL,335.28,336.37081,ils ont une belle salle en tous cas,,,,False
paco,Exp16_LJJL,LJJL,144,LJ,338.74,338.985,ouais,,,,False
paco,Exp16_LJJL,LJJL,145,LJ,339.62,340.835,je me demande vraiment,,,,False
paco,Exp16_LJJL,LJJL,146,LJ,341.06,341.59,ce qu'on va faire,,,,False
paco,Exp16_LJJL,LJJL,147,LJ,343.42034,344.71072,ça dure 1 heure en plus je crois non,,,,False
paco,Exp16_LJJL,LJJL,148,JL,345.54,347.295,non là ça dure 15 minutes euh enfin,,,,False
paco,Exp16_LJJL,LJJL,149,LJ,346.96,348.41354,oui mais l'expérience en entière,,,,False
paco,Exp16_LJJL,LJJL,150,JL,348.48,348.705,ah ouais,,,,False
paco,Exp16_LJJL,LJJL,151,LJ,348.94652,349.92833,je crois que c'est une heure,,,,False
paco,Exp16_LJJL,LJJL,152,JL,349.04,349.39,je sais pas,,,,False
paco,Exp16_LJJL,LJJL,153,JL,349.58315,353.27,pour moi c'était euh 1 heure en comptant genre ça plus les 15 minutes,,,,False
paco,Exp16_LJJL,LJJL,154,JL,353.62,354.56,peut-être un peu de redites à la fin,,,,False
paco,Exp16_LJJL,LJJL,155,LJ,354.88,358.79266,oui oui ben là on est oui oui ça ça compte dans les 1 heure mais je crois qu'en tout ouais c'est 1 heure,,,,False
paco,Exp16_LJJL,LJJL,156,JL,359.88077,363.67,j'ai trop envie genre qu'en fait euh l'expérience ça soit pas du tout un truc vrai tu sais comme dans milgram,,,,False
paco,Exp16_LJJL,LJJL,157,LJ,363.79219,364.52153,hen,,,,False
paco,Exp16_LJJL,LJJL,158,JL,364.3,369.415,et que genre on en fait le but c'est ils vont nous laisser poireauter jusqu'à ce qu'on décide d'ouvrir la porte et de partir nous-même ou,,,,False
paco,Exp16_LJJL,LJJL,159,JL,370.18,371.635,ou enfin genre un vrai,,,,False
paco,Exp16_LJJL,LJJL,160,LJ,370.7,373.285,la soumission à l'autorité,,,,False
paco,Exp16_LJJL,LJJL,161,LJ,375.72,377.16,euh je sais pas mais pourquoi un texte,,,,False
paco,Exp16_LJJL,LJJL,162,LJ,377.74,378.495,y'a forcément un,,,,False
paco,Exp16_LJJL,LJJL,163,LJ,379.34,380.61019,rapport avec ce texte,,,,False
paco,Exp16_LJJL,LJJL,164,JL,381.02,382.045,ben ça nous oblige à,,,,False
paco,Exp16_LJJL,LJJL,165,JL,382.4,385.645,oula  ça nous oblige à à parler euh,,,,False
paco,Exp16_LJJL,LJJL,166,JL,386.32,387.29,au début je pense,,,,False
paco,Exp16_LJJL,LJJL,167,LJ,386.9,387.76337,ouais peut-être,,,,False
paco,Exp16_LJJL,LJJL,168,JL,391.34,392.59,puis ça donne un sujet de conversation,,,,False
paco,Exp16_LJJL,LJJL,169,LJ,393.2615,394.995,et ils nous entendent crois,,,,False
paco,Exp16_LJJL,LJJL,170,JL,395.10303,395.97263,quoi,,,,False
paco,Exp16_LJJL,LJJL,171,LJ,396.12,396.8,tu crois qu'on nous entends,,,,False
paco,Exp16_LJJL,LJJL,172,JL,397.34,399.23,ah oui oui je suis je suis sur,,,,False
paco,Exp16_LJJL,LJJL,173,LJ,397.64,398.15,actuellement,,,,False
paco,Exp16_LJJL,LJJL,174,JL,399.98,403.26,façon s'ils nous entendent pas maintenant ils nous ils nous verront euh sur les caméras,,,,False
paco,Exp16_LJJL,LJJL,175,LJ,407.48,408.02,hum hum,,,,False
paco,Exp16_LJJL,LJJL,176,LJ,410.78,412.99,ouais mais c'est quoi ces caméras là maitre esclave,,,,False
paco,Exp16_LJJL,LJJL,177,LJ,437.98,438.485,ouh je suis,,,,False
paco,Exp16_LJJL,LJJL,178,LJ,438.8,439.44,épuisée,,,,False
paco,Exp16_LJJL,LJJL,179,JL,440.64,440.8,ouais,,,,False
paco,Exp16_LJJL,LJJL,180,JL,441.6,441.99,moi aussi,,,,False
paco,Exp16_LJJL,LJJL,181,LJ,443.7,444.46,j'ai révisé euh,,,,False
paco,Exp16_LJJL,LJJL,182,LJ,444.8,446.405,toute la soirée une bonne partie de la nuit,,,,False
paco,Exp16_LJJL,LJJL,183,LJ,446.6,448.31,je me suis dit oh la la j'espère que l'expérience va p,,,,False
paco,Exp16_LJJL,LJJL,184,LJ,448.58,449.76,pas demander trop de,,,,False
paco,Exp16_LJJL,LJJL,185,LJ,450.26,452.73154,reflexion parce que là c'est pas possible aujourd'hui,,,,False
paco,Exp16_LJJL,LJJL,186,JL,452.82,454.11,bon en vrai ça va enfin,,,,False
paco,Exp16_LJJL,LJJL,187,LJ,454.38,455.185,ben pour le moment ça va,,,,False
paco,Exp16_LJJL,LJJL,188,JL,455.12,457.37,on est juste assis une salle de silence,,,,False
paco,Exp16_LJJL,LJJL,189,LJ,465.94127,468.04515,faut pas trop que je bouge avec ce micro là,,,,False
paco,Exp16_LJJL,LJJL,190,JL,472.74,474.34,tu as vu genre qu'y avait des salles euh comme ça,,,,False
paco,Exp16_LJJL,LJJL,191,JL,475.04,478.125,et euh les les petits pics ils sont euh genre euh 2 fois plus gros,,,,False
paco,Exp16_LJJL,LJJL,192,JL,479.0,485.61,et c'est tellement silencieux que si tu restes plus d'une heure tu deviens fou parce que tu te mets à entendre euh la circulation du sang dans ton corps enfin,,,,False
paco,Exp16_LJJL,LJJL,193,LJ,485.98,486.57,arrête,,,,False
paco,Exp16_LJJL,LJJL,194,JL,486.42,488.34275,comme t'es vraiment comme t'es vraiment au slien,,,,False
paco,Exp16_LJJL,LJJL,195,LJ,487.84,488.525,les petits picots là,,,,False
paco,Exp16_LJJL,LJJL,196,JL,488.98,491.05,oui enfin genre c'est ça qui qui absorbe le son,,,,False
paco,Exp16_LJJL,LJJL,197,JL,491.3,491.77,apparemment,,,,False
paco,Exp16_LJJL,LJJL,198,JL,492.92,496.355,et du coup en fonction de leur taille et de leur configuration ça ça le fait de plus en plus,,,,False
paco,Exp16_LJJL,LJJL,199,LJ,496.58,497.085,je savais pas,,,,False
paco,Exp16_LJJL,LJJL,200,JL,497.66,500.825,et euh pas pour tester les satellites ils oui ils les mettent dans des grandes salles comme ça,,,,False
paco,Exp16_LJJL,LJJL,201,LJ,508.8,510.94206,bon là ça devrait aller,,,,False
paco,Exp16_LJJL,LJJL,202,LJ,524.52,525.305,et t'as quel âge toi,,,,False
paco,Exp16_LJJL,LJJL,203,JL,525.94,526.685,j'ai 20 ans,,,,False
paco,Exp16_LJJL,LJJL,204,JL,527.32,528.74,je suis en deuxième année à sciences po,,,,False
paco,Exp16_LJJL,LJJL,205,LJ,528.98,529.135,ouais,,,,False
paco,Exp16_LJJL,LJJL,206,JL,529.74,532.945,et du coup j'avais un examen ben euh ce matin là de 9 heures à 12 heures,,,,False
paco,Exp16_LJJL,LJJL,207,LJ,533.1,535.61306,ouais j'ai entendu parce que on t'attendait et,,,,False
paco,Exp16_LJJL,LJJL,208,JL,534.08,534.225,mh,,,,False
paco,Exp16_LJJL,LJJL,209,JL,534.96,537.305,c'est pour ça qu'on on a commencé à à 15,,,,False
paco,Exp16_LJJL,LJJL,210,LJ,538.72679,539.63,d'accord,,,,False
paco,Exp16_LJJL,LJJL,211,JL,539.38,539.76,et euh,,,,False
paco,Exp16_LJJL,LJJL,212,JL,540.28,542.09,donc euh je suis aussi crevé enfin,,,,False
paco,Exp16_LJJL,LJJL,213,LJ,542.24,543.08,ça va ça s'est bien passé,,,,False
paco,Exp16_LJJL,LJJL,214,JL,543.4,544.235,m-ouais enfin,,,,False
paco,Exp16_LJJL,LJJL,215,JL,545.2,548.28,on verra enfin c'est c'était une dissertation en 3 heures donc euh,,,,False
paco,Exp16_LJJL,LJJL,216,LJ,548.34,548.835,ou la la,,,,False
paco,Exp16_LJJL,LJJL,217,JL,549.94,551.115,on on verra ce que ça donne,,,,False
paco,Exp16_LJJL,LJJL,218,JL,551.62,553.64,mais oui enfin l'important c'est que ce soit passé quoi,,,,False
paco,Exp16_LJJL,LJJL,219,LJ,553.84,554.13,ouais,,,,False
paco,Exp16_LJJL,LJJL,220,JL,583.76,585.16,je sais vraiment pas quoi penser de ces blagues,,,,False
paco,Exp16_LJJL,LJJL,221,JL,585.52,586.035,enfin euh,,,,False
paco,Exp16_LJJL,LJJL,222,JL,587.42,590.09,y'a une petite chute et tout à la limite ça peut faire sourire mais,,,,False
paco,Exp16_LJJL,LJJL,223,LJ,590.46,590.87,ouais,,,,False
paco,Exp16_LJJL,LJJL,224,JL,590.94,592.73,c'est pas c'est pas à la hauteur euh,,,,False
paco,Exp16_LJJL,LJJL,225,JL,628.2,628.5,bon,,,,False
paco,Exp16_LJJL,LJJL,226,LJ,629.31438,632.2037,c'est long,,,,False
paco,Exp16_LJJL,LJJL,227,LJ,651.00601,653.64287,ils besoin de beaucoup de participants tu penses,,,,False
paco,Exp16_LJJL,LJJL,228,JL,654.39127,655.68165,là pour cette expérience,,,,False
paco,Exp16_LJJL,LJJL,229,LJ,655.72,655.85,hum,,,,False
paco,Exp16_LJJL,LJJL,230,JL,656.9,657.9,je pense parce que,,,,False
paco,Exp16_LJJL,LJJL,231,LJ,657.23349,659.0849,parce qu'à chaque fois c'est par 2 euh du coup,,,,False
paco,Exp16_LJJL,LJJL,232,JL,659.9,664.345,ben c'est par 2 mais j'avais fait la demande hein pour passer euh y'a un mois dessus,,,,False
paco,Exp16_LJJL,LJJL,233,JL,665.66,666.24,et,,,,False
paco,Exp16_LJJL,LJJL,234,LJ,665.76,667.675,ah ouais c'est ah y'a un mois elle était déjà,,,,False
paco,Exp16_LJJL,LJJL,235,JL,667.16,668.5,oui y'a un mois elle était déjà là,,,,False
paco,Exp16_LJJL,LJJL,236,JL,668.74,669.96,et j'avais fait la demande,,,,False
paco,Exp16_LJJL,LJJL,237,JL,670.16,670.69,et,,,,False
paco,Exp16_LJJL,LJJL,238,JL,670.96,672.185,ouais ou y'a 3 semaines mais,,,,False
paco,Exp16_LJJL,LJJL,239,JL,672.52,675.45,et le le gars avec qui je devais venir euh finalement il avait pas pu venir,,,,False
paco,Exp16_LJJL,LJJL,240,JL,676.19254,680.645,et euh du coup ben je l'ai pas faite et on m'a reporté à fin dé ben à mi décembre là,,,,False
